instance pattern_n pattern_d target_n target_d
g37-g95 120 0.178711 2000 0.0013967
g37-g96 120 0.178711 2000 0.00165783
g37-g97 120 0.178711 2000 0.00168584
g37-g98 120 0.178711 2000 0.00257429
g37-g99 120 0.178711 2000 0.00257629
g38-g100 121 0.0578512 2016 0.00196936
g38-g101 121 0.0578512 2184 0.00549702
g38-g102 121 0.0578512 2184 0.00732936
g38-g103 121 0.0578512 2184 0.010994
g38-g104 121 0.0578512 3300 0.00242351
g38-g105 121 0.0578512 3317 0.00240636
g38-g106 121 0.0578512 4493 0.00269916
g38-g107 121 0.0578512 4494 0.00194378
g38-g108 121 0.0578512 4866 0.00183162
g38-g109 121 0.0578512 5040 0.00238142
g38-g110 121 0.0578512 5448 0.00486668
g38-g111 121 0.0578512 5757 0.00170623
g38-g112 121 0.0578512 6671 0.00126449
g38-g51 121 0.0578512 138 0.104306
g38-g52 121 0.0578512 161 0.0552795
g38-g53 121 0.0578512 168 0.11919
g38-g54 121 0.0578512 256 0.0576593
g38-g55 121 0.0578512 256 0.0589461
g38-g56 121 0.0578512 256 0.0612745
g38-g57 121 0.0578512 280 0.0031234
g38-g61 121 0.0578512 331 0.0340566
g38-g62 121 0.0578512 377 0.027146
g38-g63 121 0.0578512 400 0.0716792
g38-g64 121 0.0578512 400 0.249624
g38-g65 121 0.0578512 435 0.0533927
g38-g67 121 0.0578512 462 0.0260304
g38-g68 121 0.0578512 462 0.130152
g38-g69 121 0.0578512 500 0.0237114
g38-g70 121 0.0578512 501 0.0120719
g38-g71 121 0.0578512 501 0.0239042
g38-g72 121 0.0578512 561 0.00187166
g38-g74 121 0.0578512 585 0.0143777
g38-g75 121 0.0578512 610 0.0800883
g38-g76 121 0.0578512 610 0.381868
g38-g77 121 0.0578512 610 0.888982
g38-g78 121 0.0578512 627 0.0361272
g38-g79 121 0.0578512 763 0.0130855
g38-g80 121 0.0578512 891 0.00160406
g38-g81 121 0.0578512 1010 0.0235269
g38-g83 121 0.0578512 1024 0.0195503
g38-g84 121 0.0578512 1024 0.234604
g38-g85 121 0.0578512 1050 0.0057161
g38-g87 121 0.0578512 1057 0.0127612
g38-g88 121 0.0578512 1057 0.0144348
g38-g89 121 0.0578512 1092 0.00733272
g38-g90 121 0.0578512 1430 0.00979706
g38-g91 121 0.0578512 1446 0.00605321
g38-g92 121 0.0578512 1619 0.0053704
g38-g94 121 0.0578512 1860 0.00646665
g38-g95 121 0.0578512 2000 0.0013967
g38-g96 121 0.0578512 2000 0.00165783
g38-g97 121 0.0578512 2000 0.00168584
g38-g98 121 0.0578512 2000 0.00257429
g38-g99 121 0.0578512 2000 0.00257629
g39-g100 121 0.0881543 2016 0.00196936
g39-g101 121 0.0881543 2184 0.00549702
g39-g102 121 0.0881543 2184 0.00732936
g39-g103 121 0.0881543 2184 0.010994
g39-g104 121 0.0881543 3300 0.00242351
g39-g105 121 0.0881543 3317 0.00240636
g39-g106 121 0.0881543 4493 0.00269916
g39-g107 121 0.0881543 4494 0.00194378
g39-g108 121 0.0881543 4866 0.00183162
g39-g109 121 0.0881543 5040 0.00238142
g39-g110 121 0.0881543 5448 0.00486668
g39-g111 121 0.0881543 5757 0.00170623
g39-g112 121 0.0881543 6671 0.00126449
g39-g51 121 0.0881543 138 0.104306
g39-g52 121 0.0881543 161 0.0552795
g39-g53 121 0.0881543 168 0.11919
g39-g54 121 0.0881543 256 0.0576593
g39-g55 121 0.0881543 256 0.0589461
g39-g56 121 0.0881543 256 0.0612745
g39-g57 121 0.0881543 280 0.0031234
g39-g61 121 0.0881543 331 0.0340566
g39-g62 121 0.0881543 377 0.027146
g39-g63 121 0.0881543 400 0.0716792
g39-g64 121 0.0881543 400 0.249624
g39-g65 121 0.0881543 435 0.0533927
g39-g67 121 0.0881543 462 0.0260304
g39-g68 121 0.0881543 462 0.130152
g39-g69 121 0.0881543 500 0.0237114
g39-g70 121 0.0881543 501 0.0120719
g39-g71 121 0.0881543 501 0.0239042
g39-g72 121 0.0881543 561 0.00187166
g39-g74 121 0.0881543 585 0.0143777
g39-g75 121 0.0881543 610 0.0800883
g39-g76 121 0.0881543 610 0.381868
g39-g77 121 0.0881543 610 0.888982
g39-g78 121 0.0881543 627 0.0361272
g39-g79 121 0.0881543 763 0.0130855
g39-g80 121 0.0881543 891 0.00160406
g39-g81 121 0.0881543 1010 0.0235269
g39-g83 121 0.0881543 1024 0.0195503
g39-g84 121 0.0881543 1024 0.234604
g39-g85 121 0.0881543 1050 0.0057161
g39-g87 121 0.0881543 1057 0.0127612
g39-g88 121 0.0881543 1057 0.0144348
g39-g89 121 0.0881543 1092 0.00733272
g39-g90 121 0.0881543 1430 0.00979706
g39-g91 121 0.0881543 1446 0.00605321
g39-g92 121 0.0881543 1619 0.0053704
g39-g94 121 0.0881543 1860 0.00646665
g39-g95 121 0.0881543 2000 0.0013967
g39-g96 121 0.0881543 2000 0.00165783
g39-g97 121 0.0881543 2000 0.00168584
g39-g98 121 0.0881543 2000 0.00257429
g39-g99 121 0.0881543 2000 0.00257629
g4-g100 10 2 2016 0.00196936
g4-g101 10 2 2184 0.00549702
g4-g102 10 2 2184 0.00732936
g4-g103 10 2 2184 0.010994
g4-g104 10 2 3300 0.00242351
g4-g105 10 2 3317 0.00240636
g4-g106 10 2 4493 0.00269916
g4-g107 10 2 4494 0.00194378
g4-g108 10 2 4866 0.00183162
g4-g109 10 2 5040 0.00238142
g4-g110 10 2 5448 0.00486668
g4-g111 10 2 5757 0.00170623
g4-g112 10 2 6671 0.00126449
g4-g51 10 2 138 0.104306
g4-g52 10 2 161 0.0552795
g4-g53 10 2 168 0.11919
g4-g54 10 2 256 0.0576593
g4-g55 10 2 256 0.0589461
g4-g56 10 2 256 0.0612745
g4-g57 10 2 280 0.0031234
g4-g61 10 2 331 0.0340566
g4-g62 10 2 377 0.027146
g4-g63 10 2 400 0.0716792
g4-g64 10 2 400 0.249624
g4-g65 10 2 435 0.0533927
g4-g67 10 2 462 0.0260304
g4-g68 10 2 462 0.130152
g4-g69 10 2 500 0.0237114
g4-g70 10 2 501 0.0120719
g4-g71 10 2 501 0.0239042
g4-g72 10 2 561 0.00187166
g4-g74 10 2 585 0.0143777
g4-g75 10 2 610 0.0800883
g4-g76 10 2 610 0.381868
g4-g77 10 2 610 0.888982
g4-g78 10 2 627 0.0361272
g4-g79 10 2 763 0.0130855
g4-g80 10 2 891 0.00160406
g4-g81 10 2 1010 0.0235269
g4-g83 10 2 1024 0.0195503
g4-g84 10 2 1024 0.234604
g4-g85 10 2 1050 0.0057161
g4-g87 10 2 1057 0.0127612
g4-g88 10 2 1057 0.0144348
g4-g89 10 2 1092 0.00733272
g4-g90 10 2 1430 0.00979706
g4-g91 10 2 1446 0.00605321
g4-g92 10 2 1619 0.0053704
g4-g94 10 2 1860 0.00646665
g4-g95 10 2 2000 0.0013967
g4-g96 10 2 2000 0.00165783
g4-g97 10 2 2000 0.00168584
g4-g98 10 2 2000 0.00257429
g4-g99 10 2 2000 0.00257629
g40-g100 121 0.991736 2016 0.00196936
g40-g101 121 0.991736 2184 0.00549702
g40-g102 121 0.991736 2184 0.00732936
g40-g103 121 0.991736 2184 0.010994
g40-g104 121 0.991736 3300 0.00242351
g40-g105 121 0.991736 3317 0.00240636
g40-g106 121 0.991736 4493 0.00269916
g40-g107 121 0.991736 4494 0.00194378
g40-g108 121 0.991736 4866 0.00183162
g40-g109 121 0.991736 5040 0.00238142
g40-g110 121 0.991736 5448 0.00486668
g40-g111 121 0.991736 5757 0.00170623
g40-g112 121 0.991736 6671 0.00126449
g40-g51 121 0.991736 138 0.104306
g40-g52 121 0.991736 161 0.0552795
g40-g53 121 0.991736 168 0.11919
g40-g54 121 0.991736 256 0.0576593
g40-g55 121 0.991736 256 0.0589461
g40-g56 121 0.991736 256 0.0612745
g40-g57 121 0.991736 280 0.0031234
g40-g61 121 0.991736 331 0.0340566
g40-g62 121 0.991736 377 0.027146
g40-g63 121 0.991736 400 0.0716792
g40-g64 121 0.991736 400 0.249624
g40-g65 121 0.991736 435 0.0533927
g40-g67 121 0.991736 462 0.0260304
g40-g68 121 0.991736 462 0.130152
g40-g69 121 0.991736 500 0.0237114
g40-g70 121 0.991736 501 0.0120719
g40-g71 121 0.991736 501 0.0239042
g40-g72 121 0.991736 561 0.00187166
g40-g74 121 0.991736 585 0.0143777
g40-g75 121 0.991736 610 0.0800883
g40-g76 121 0.991736 610 0.381868
g40-g77 121 0.991736 610 0.888982
g40-g78 121 0.991736 627 0.0361272
g40-g79 121 0.991736 763 0.0130855
g40-g80 121 0.991736 891 0.00160406
g40-g81 121 0.991736 1010 0.0235269
g40-g83 121 0.991736 1024 0.0195503
g40-g84 121 0.991736 1024 0.234604
g40-g85 121 0.991736 1050 0.0057161
g40-g87 121 0.991736 1057 0.0127612
g40-g88 121 0.991736 1057 0.0144348
g40-g89 121 0.991736 1092 0.00733272
g40-g90 121 0.991736 1430 0.00979706
g40-g91 121 0.991736 1446 0.00605321
g40-g92 121 0.991736 1619 0.0053704
g40-g94 121 0.991736 1860 0.00646665
g40-g95 121 0.991736 2000 0.0013967
g40-g96 121 0.991736 2000 0.00165783
g40-g97 121 0.991736 2000 0.00168584
g40-g98 121 0.991736 2000 0.00257429
g40-g99 121 0.991736 2000 0.00257629
g41-g100 128 0.0905512 2016 0.00196936
g41-g101 128 0.0905512 2184 0.00549702
g41-g102 128 0.0905512 2184 0.00732936
g41-g103 128 0.0905512 2184 0.010994
g41-g104 128 0.0905512 3300 0.00242351
g41-g105 128 0.0905512 3317 0.00240636
g41-g106 128 0.0905512 4493 0.00269916
g41-g107 128 0.0905512 4494 0.00194378
g41-g108 128 0.0905512 4866 0.00183162
g41-g109 128 0.0905512 5040 0.00238142
g41-g110 128 0.0905512 5448 0.00486668
g41-g111 128 0.0905512 5757 0.00170623
g41-g112 128 0.0905512 6671 0.00126449
g41-g51 128 0.0905512 138 0.104306
g41-g52 128 0.0905512 161 0.0552795
g41-g53 128 0.0905512 168 0.11919
g41-g54 128 0.0905512 256 0.0576593
g41-g55 128 0.0905512 256 0.0589461
g41-g56 128 0.0905512 256 0.0612745
g41-g57 128 0.0905512 280 0.0031234
g41-g61 128 0.0905512 331 0.0340566
g41-g62 128 0.0905512 377 0.027146
g41-g63 128 0.0905512 400 0.0716792
g41-g64 128 0.0905512 400 0.249624
g41-g65 128 0.0905512 435 0.0533927
g41-g67 128 0.0905512 462 0.0260304
g41-g68 128 0.0905512 462 0.130152
g41-g69 128 0.0905512 500 0.0237114
g41-g70 128 0.0905512 501 0.0120719
g41-g71 128 0.0905512 501 0.0239042
g41-g72 128 0.0905512 561 0.00187166
g41-g74 128 0.0905512 585 0.0143777
g41-g75 128 0.0905512 610 0.0800883
g41-g76 128 0.0905512 610 0.381868
g41-g77 128 0.0905512 610 0.888982
g41-g78 128 0.0905512 627 0.0361272
g41-g79 128 0.0905512 763 0.0130855
g41-g80 128 0.0905512 891 0.00160406
g41-g81 128 0.0905512 1010 0.0235269
g41-g83 128 0.0905512 1024 0.0195503
g41-g84 128 0.0905512 1024 0.234604
g41-g85 128 0.0905512 1050 0.0057161
g41-g87 128 0.0905512 1057 0.0127612
g41-g88 128 0.0905512 1057 0.0144348
g41-g89 128 0.0905512 1092 0.00733272
g41-g90 128 0.0905512 1430 0.00979706
g41-g91 128 0.0905512 1446 0.00605321
g41-g92 128 0.0905512 1619 0.0053704
g41-g94 128 0.0905512 1860 0.00646665
g41-g95 128 0.0905512 2000 0.0013967
g41-g96 128 0.0905512 2000 0.00165783
g41-g97 128 0.0905512 2000 0.00168584
g41-g98 128 0.0905512 2000 0.00257429
g41-g99 128 0.0905512 2000 0.00257629
g42-g100 128 0.125 2016 0.00196936
g42-g101 128 0.125 2184 0.00549702
g42-g102 128 0.125 2184 0.00732936
g42-g103 128 0.125 2184 0.010994
g42-g104 128 0.125 3300 0.00242351
g42-g105 128 0.125 3317 0.00240636
g42-g106 128 0.125 4493 0.00269916
g42-g107 128 0.125 4494 0.00194378
g42-g108 128 0.125 4866 0.00183162
g42-g109 128 0.125 5040 0.00238142
g42-g110 128 0.125 5448 0.00486668
g42-g111 128 0.125 5757 0.00170623
g42-g112 128 0.125 6671 0.00126449
g42-g51 128 0.125 138 0.104306
g42-g52 128 0.125 161 0.0552795
g42-g53 128 0.125 168 0.11919
g42-g54 128 0.125 256 0.0576593
g42-g55 128 0.125 256 0.0589461
g42-g56 128 0.125 256 0.0612745
g42-g57 128 0.125 280 0.0031234
g42-g61 128 0.125 331 0.0340566
g42-g62 128 0.125 377 0.027146
g42-g63 128 0.125 400 0.0716792
g42-g64 128 0.125 400 0.249624
g42-g65 128 0.125 435 0.0533927
g42-g67 128 0.125 462 0.0260304
g42-g68 128 0.125 462 0.130152
g42-g69 128 0.125 500 0.0237114
g42-g70 128 0.125 501 0.0120719
g42-g71 128 0.125 501 0.0239042
g42-g72 128 0.125 561 0.00187166
g42-g74 128 0.125 585 0.0143777
g42-g75 128 0.125 610 0.0800883
g42-g76 128 0.125 610 0.381868
g42-g77 128 0.125 610 0.888982
g42-g78 128 0.125 627 0.0361272
g42-g79 128 0.125 763 0.0130855
g42-g80 128 0.125 891 0.00160406
g42-g81 128 0.125 1010 0.0235269
g42-g83 128 0.125 1024 0.0195503
g42-g84 128 0.125 1024 0.234604
g42-g85 128 0.125 1050 0.0057161
g42-g87 128 0.125 1057 0.0127612
g42-g88 128 0.125 1057 0.0144348
g42-g89 128 0.125 1092 0.00733272
g42-g90 128 0.125 1430 0.00979706
g42-g91 128 0.125 1446 0.00605321
g42-g92 128 0.125 1619 0.0053704
g42-g94 128 0.125 1860 0.00646665
g42-g95 128 0.125 2000 0.0013967
g42-g96 128 0.125 2000 0.00165783
g42-g97 128 0.125 2000 0.00168584
g42-g98 128 0.125 2000 0.00257429
g42-g99 128 0.125 2000 0.00257629
g43-g100 128 0.202756 2016 0.00196936
g43-g101 128 0.202756 2184 0.00549702
g43-g102 128 0.202756 2184 0.00732936
g43-g103 128 0.202756 2184 0.010994
g43-g104 128 0.202756 3300 0.00242351
g43-g105 128 0.202756 3317 0.00240636
g43-g106 128 0.202756 4493 0.00269916
g43-g107 128 0.202756 4494 0.00194378
g43-g108 128 0.202756 4866 0.00183162
g43-g109 128 0.202756 5040 0.00238142
g43-g110 128 0.202756 5448 0.00486668
g43-g111 128 0.202756 5757 0.00170623
g43-g112 128 0.202756 6671 0.00126449
g43-g51 128 0.202756 138 0.104306
g43-g52 128 0.202756 161 0.0552795
g43-g53 128 0.202756 168 0.11919
g43-g54 128 0.202756 256 0.0576593
g43-g55 128 0.202756 256 0.0589461
g43-g56 128 0.202756 256 0.0612745
g43-g57 128 0.202756 280 0.0031234
g43-g61 128 0.202756 331 0.0340566
g43-g62 128 0.202756 377 0.027146
g43-g63 128 0.202756 400 0.0716792
g43-g64 128 0.202756 400 0.249624
g43-g65 128 0.202756 435 0.0533927
g43-g67 128 0.202756 462 0.0260304
g43-g68 128 0.202756 462 0.130152
g43-g69 128 0.202756 500 0.0237114
g43-g70 128 0.202756 501 0.0120719
g43-g71 128 0.202756 501 0.0239042
g43-g72 128 0.202756 561 0.00187166
g43-g74 128 0.202756 585 0.0143777
g43-g75 128 0.202756 610 0.0800883
g43-g76 128 0.202756 610 0.381868
g43-g77 128 0.202756 610 0.888982
g43-g78 128 0.202756 627 0.0361272
g43-g79 128 0.202756 763 0.0130855
g43-g80 128 0.202756 891 0.00160406
g43-g81 128 0.202756 1010 0.0235269
g43-g83 128 0.202756 1024 0.0195503
g43-g84 128 0.202756 1024 0.234604
g43-g85 128 0.202756 1050 0.0057161
g43-g87 128 0.202756 1057 0.0127612
g43-g88 128 0.202756 1057 0.0144348
g43-g89 128 0.202756 1092 0.00733272
g43-g90 128 0.202756 1430 0.00979706
g43-g91 128 0.202756 1446 0.00605321
g43-g92 128 0.202756 1619 0.0053704
g43-g94 128 0.202756 1860 0.00646665
g43-g95 128 0.202756 2000 0.0013967
g43-g96 128 0.202756 2000 0.00165783
g43-g97 128 0.202756 2000 0.00168584
g43-g98 128 0.202756 2000 0.00257429
g43-g99 128 0.202756 2000 0.00257629
g44-g100 128 0.219488 2016 0.00196936
g44-g101 128 0.219488 2184 0.00549702
g44-g102 128 0.219488 2184 0.00732936
g44-g103 128 0.219488 2184 0.010994
g44-g104 128 0.219488 3300 0.00242351
g44-g105 128 0.219488 3317 0.00240636
g44-g106 128 0.219488 4493 0.00269916
g44-g107 128 0.219488 4494 0.00194378
g44-g108 128 0.219488 4866 0.00183162
g44-g109 128 0.219488 5040 0.00238142
g44-g110 128 0.219488 5448 0.00486668
g44-g111 128 0.219488 5757 0.00170623
g44-g112 128 0.219488 6671 0.00126449
g44-g51 128 0.219488 138 0.104306
g44-g52 128 0.219488 161 0.0552795
g44-g53 128 0.219488 168 0.11919
g44-g54 128 0.219488 256 0.0576593
g44-g55 128 0.219488 256 0.0589461
g44-g56 128 0.219488 256 0.0612745
g44-g57 128 0.219488 280 0.0031234
g44-g61 128 0.219488 331 0.0340566
g44-g62 128 0.219488 377 0.027146
g44-g63 128 0.219488 400 0.0716792
g44-g64 128 0.219488 400 0.249624
g44-g65 128 0.219488 435 0.0533927
g44-g67 128 0.219488 462 0.0260304
g44-g68 128 0.219488 462 0.130152
g44-g69 128 0.219488 500 0.0237114
g44-g70 128 0.219488 501 0.0120719
g44-g71 128 0.219488 501 0.0239042
g44-g72 128 0.219488 561 0.00187166
g44-g74 128 0.219488 585 0.0143777
g44-g75 128 0.219488 610 0.0800883
g44-g76 128 0.219488 610 0.381868
g44-g77 128 0.219488 610 0.888982
g44-g78 128 0.219488 627 0.0361272
g44-g79 128 0.219488 763 0.0130855
g44-g80 128 0.219488 891 0.00160406
g44-g81 128 0.219488 1010 0.0235269
g44-g83 128 0.219488 1024 0.0195503
g44-g84 128 0.219488 1024 0.234604
g44-g85 128 0.219488 1050 0.0057161
g44-g87 128 0.219488 1057 0.0127612
g44-g88 128 0.219488 1057 0.0144348
g44-g89 128 0.219488 1092 0.00733272
g44-g90 128 0.219488 1430 0.00979706
g44-g91 128 0.219488 1446 0.00605321
g44-g92 128 0.219488 1619 0.0053704
g44-g94 128 0.219488 1860 0.00646665
g44-g95 128 0.219488 2000 0.0013967
g44-g96 128 0.219488 2000 0.00165783
g44-g97 128 0.219488 2000 0.00168584
g44-g98 128 0.219488 2000 0.00257429
g44-g99 128 0.219488 2000 0.00257629
g45-g100 128 0.218873 2016 0.00196936
g45-g101 128 0.218873 2184 0.00549702
g45-g102 128 0.218873 2184 0.00732936
g45-g103 128 0.218873 2184 0.010994
g45-g104 128 0.218873 3300 0.00242351
g45-g105 128 0.218873 3317 0.00240636
g45-g106 128 0.218873 4493 0.00269916
g45-g107 128 0.218873 4494 0.00194378
g45-g108 128 0.218873 4866 0.00183162
g45-g109 128 0.218873 5040 0.00238142
g45-g110 128 0.218873 5448 0.00486668
g45-g111 128 0.218873 5757 0.00170623
g45-g112 128 0.218873 6671 0.00126449
g45-g51 128 0.218873 138 0.104306
g45-g52 128 0.218873 161 0.0552795
g45-g53 128 0.218873 168 0.11919
g45-g54 128 0.218873 256 0.0576593
g45-g55 128 0.218873 256 0.0589461
g45-g56 128 0.218873 256 0.0612745
g45-g57 128 0.218873 280 0.0031234
g45-g61 128 0.218873 331 0.0340566
g45-g62 128 0.218873 377 0.027146
g45-g63 128 0.218873 400 0.0716792
g45-g64 128 0.218873 400 0.249624
g45-g65 128 0.218873 435 0.0533927
g45-g67 128 0.218873 462 0.0260304
g45-g68 128 0.218873 462 0.130152
g45-g69 128 0.218873 500 0.0237114
g45-g70 128 0.218873 501 0.0120719
g45-g71 128 0.218873 501 0.0239042
g45-g72 128 0.218873 561 0.00187166
g45-g74 128 0.218873 585 0.0143777
g45-g75 128 0.218873 610 0.0800883
g45-g76 128 0.218873 610 0.381868
g45-g77 128 0.218873 610 0.888982
g45-g78 128 0.218873 627 0.0361272
g45-g79 128 0.218873 763 0.0130855
g45-g80 128 0.218873 891 0.00160406
g45-g81 128 0.218873 1010 0.0235269
g45-g83 128 0.218873 1024 0.0195503
g45-g84 128 0.218873 1024 0.234604
g45-g85 128 0.218873 1050 0.0057161
g45-g87 128 0.218873 1057 0.0127612
g45-g88 128 0.218873 1057 0.0144348
g45-g89 128 0.218873 1092 0.00733272
g45-g90 128 0.218873 1430 0.00979706
g45-g91 128 0.218873 1446 0.00605321
g45-g92 128 0.218873 1619 0.0053704
g45-g94 128 0.218873 1860 0.00646665
g45-g95 128 0.218873 2000 0.0013967
g45-g96 128 0.218873 2000 0.00165783
g45-g97 128 0.218873 2000 0.00168584
g45-g98 128 0.218873 2000 0.00257429
g45-g99 128 0.218873 2000 0.00257629
g46-g100 128 0.230807 2016 0.00196936
g46-g101 128 0.230807 2184 0.00549702
g46-g102 128 0.230807 2184 0.00732936
g46-g103 128 0.230807 2184 0.010994
g46-g104 128 0.230807 3300 0.00242351
g46-g105 128 0.230807 3317 0.00240636
g46-g106 128 0.230807 4493 0.00269916
g46-g107 128 0.230807 4494 0.00194378
g46-g108 128 0.230807 4866 0.00183162
g46-g109 128 0.230807 5040 0.00238142
g46-g110 128 0.230807 5448 0.00486668
g46-g111 128 0.230807 5757 0.00170623
g46-g112 128 0.230807 6671 0.00126449
g46-g51 128 0.230807 138 0.104306
g46-g52 128 0.230807 161 0.0552795
g46-g53 128 0.230807 168 0.11919
g46-g54 128 0.230807 256 0.0576593
g46-g55 128 0.230807 256 0.0589461
g46-g56 128 0.230807 256 0.0612745
g46-g57 128 0.230807 280 0.0031234
g46-g61 128 0.230807 331 0.0340566
g46-g62 128 0.230807 377 0.027146
g46-g63 128 0.230807 400 0.0716792
g46-g64 128 0.230807 400 0.249624
g46-g65 128 0.230807 435 0.0533927
g46-g67 128 0.230807 462 0.0260304
g46-g68 128 0.230807 462 0.130152
g46-g69 128 0.230807 500 0.0237114
g46-g70 128 0.230807 501 0.0120719
g46-g71 128 0.230807 501 0.0239042
g46-g72 128 0.230807 561 0.00187166
g46-g74 128 0.230807 585 0.0143777
g46-g75 128 0.230807 610 0.0800883
g46-g76 128 0.230807 610 0.381868
g46-g77 128 0.230807 610 0.888982
g46-g78 128 0.230807 627 0.0361272
g46-g79 128 0.230807 763 0.0130855
g46-g80 128 0.230807 891 0.00160406
g46-g81 128 0.230807 1010 0.0235269
g46-g83 128 0.230807 1024 0.0195503
g46-g84 128 0.230807 1024 0.234604
g46-g85 128 0.230807 1050 0.0057161
g46-g87 128 0.230807 1057 0.0127612
g46-g88 128 0.230807 1057 0.0144348
g46-g89 128 0.230807 1092 0.00733272
g46-g90 128 0.230807 1430 0.00979706
g46-g91 128 0.230807 1446 0.00605321
g46-g92 128 0.230807 1619 0.0053704
g46-g94 128 0.230807 1860 0.00646665
g46-g95 128 0.230807 2000 0.0013967
g46-g96 128 0.230807 2000 0.00165783
g46-g97 128 0.230807 2000 0.00168584
g46-g98 128 0.230807 2000 0.00257429
g46-g99 128 0.230807 2000 0.00257629
g47-g100 128 0.230684 2016 0.00196936
g47-g101 128 0.230684 2184 0.00549702
g47-g102 128 0.230684 2184 0.00732936
g47-g103 128 0.230684 2184 0.010994
g47-g104 128 0.230684 3300 0.00242351
g47-g105 128 0.230684 3317 0.00240636
g47-g106 128 0.230684 4493 0.00269916
g47-g107 128 0.230684 4494 0.00194378
g47-g108 128 0.230684 4866 0.00183162
g47-g109 128 0.230684 5040 0.00238142
g47-g110 128 0.230684 5448 0.00486668
g47-g111 128 0.230684 5757 0.00170623
g47-g112 128 0.230684 6671 0.00126449
g47-g51 128 0.230684 138 0.104306
g47-g52 128 0.230684 161 0.0552795
g47-g53 128 0.230684 168 0.11919
g47-g54 128 0.230684 256 0.0576593
g47-g55 128 0.230684 256 0.0589461
g47-g56 128 0.230684 256 0.0612745
g47-g57 128 0.230684 280 0.0031234
g47-g61 128 0.230684 331 0.0340566
g47-g62 128 0.230684 377 0.027146
g47-g63 128 0.230684 400 0.0716792
g47-g64 128 0.230684 400 0.249624
g47-g65 128 0.230684 435 0.0533927
g47-g67 128 0.230684 462 0.0260304
g47-g68 128 0.230684 462 0.130152
g47-g69 128 0.230684 500 0.0237114
g47-g70 128 0.230684 501 0.0120719
g47-g71 128 0.230684 501 0.0239042
g47-g72 128 0.230684 561 0.00187166
g47-g74 128 0.230684 585 0.0143777
g47-g75 128 0.230684 610 0.0800883
g47-g76 128 0.230684 610 0.381868
g47-g77 128 0.230684 610 0.888982
g47-g78 128 0.230684 627 0.0361272
g47-g79 128 0.230684 763 0.0130855
g47-g80 128 0.230684 891 0.00160406
g47-g81 128 0.230684 1010 0.0235269
g47-g83 128 0.230684 1024 0.0195503
g47-g84 128 0.230684 1024 0.234604
g47-g85 128 0.230684 1050 0.0057161
g47-g87 128 0.230684 1057 0.0127612
g47-g88 128 0.230684 1057 0.0144348
g47-g89 128 0.230684 1092 0.00733272
g47-g90 128 0.230684 1430 0.00979706
g47-g91 128 0.230684 1446 0.00605321
g47-g92 128 0.230684 1619 0.0053704
g47-g94 128 0.230684 1860 0.00646665
g47-g95 128 0.230684 2000 0.0013967
g47-g96 128 0.230684 2000 0.00165783
g47-g97 128 0.230684 2000 0.00168584
g47-g98 128 0.230684 2000 0.00257429
g47-g99 128 0.230684 2000 0.00257629
g48-g100 128 0.246063 2016 0.00196936
g48-g101 128 0.246063 2184 0.00549702
g48-g102 128 0.246063 2184 0.00732936
g48-g103 128 0.246063 2184 0.010994
g48-g104 128 0.246063 3300 0.00242351
g48-g105 128 0.246063 3317 0.00240636
g48-g106 128 0.246063 4493 0.00269916
g48-g107 128 0.246063 4494 0.00194378
g48-g108 128 0.246063 4866 0.00183162
g48-g109 128 0.246063 5040 0.00238142
g48-g110 128 0.246063 5448 0.00486668
g48-g111 128 0.246063 5757 0.00170623
g48-g112 128 0.246063 6671 0.00126449
g48-g51 128 0.246063 138 0.104306
g48-g52 128 0.246063 161 0.0552795
g48-g53 128 0.246063 168 0.11919
g48-g54 128 0.246063 256 0.0576593
g48-g55 128 0.246063 256 0.0589461
g48-g56 128 0.246063 256 0.0612745
g48-g57 128 0.246063 280 0.0031234
g48-g61 128 0.246063 331 0.0340566
g48-g62 128 0.246063 377 0.027146
g48-g63 128 0.246063 400 0.0716792
g48-g64 128 0.246063 400 0.249624
