instance pattern_n pattern_d target_n target_d family
g8-g70 30 0.142529 501 0.00603593 11
g8-g71 30 0.142529 501 0.0119521 11
g8-g72 30 0.142529 561 0.000935829 11
g8-g74 30 0.142529 585 0.00718885 11
g8-g75 30 0.142529 610 0.0400441 11
g8-g76 30 0.142529 610 0.190934 11
g8-g77 30 0.142529 610 0.444491 11
g8-g78 30 0.142529 627 0.0180636 11
g8-g79 30 0.142529 763 0.00654276 11
g8-g80 30 0.142529 891 0.000802028 11
g8-g81 30 0.142529 1010 0.0117634 11
g8-g83 30 0.142529 1024 0.00977517 11
g8-g84 30 0.142529 1024 0.117302 11
g8-g85 30 0.142529 1050 0.00285805 11
g8-g87 30 0.142529 1057 0.00638062 11
g8-g88 30 0.142529 1057 0.0072174 11
g8-g89 30 0.142529 1092 0.00366636 11
g8-g90 30 0.142529 1430 0.00489853 11
g8-g91 30 0.142529 1446 0.0030266 11
g8-g92 30 0.142529 1619 0.0026852 11
g8-g94 30 0.142529 1860 0.00323333 11
g8-g95 30 0.142529 2000 0.000698349 11
g8-g96 30 0.142529 2000 0.000828914 11
g8-g97 30 0.142529 2000 0.000842921 11
g8-g98 30 0.142529 2000 0.00128714 11
g8-g99 30 0.142529 2000 0.00128814 11
g9-g100 37 0.0945946 2016 0.000984678 11
g9-g101 37 0.0945946 2184 0.00274851 11
g9-g102 37 0.0945946 2184 0.00366468 11
g9-g103 37 0.0945946 2184 0.00549702 11
g9-g104 37 0.0945946 3300 0.00121175 11
g9-g105 37 0.0945946 3317 0.00120318 11
g9-g106 37 0.0945946 4493 0.00134958 11
g9-g107 37 0.0945946 4494 0.000971892 11
g9-g108 37 0.0945946 4866 0.000915808 11
g9-g109 37 0.0945946 5040 0.00119071 11
g9-g110 37 0.0945946 5448 0.00243334 11
g9-g111 37 0.0945946 5757 0.000853117 11
g9-g112 37 0.0945946 6671 0.000632243 11
g9-g51 37 0.0945946 138 0.0521528 11
g9-g52 37 0.0945946 161 0.0276398 11
g9-g53 37 0.0945946 168 0.0595951 11
g9-g54 37 0.0945946 256 0.0288297 11
g9-g55 37 0.0945946 256 0.029473 11
g9-g56 37 0.0945946 256 0.0306373 11
g9-g57 37 0.0945946 280 0.0015617 11
g9-g61 37 0.0945946 331 0.0170283 11
g9-g62 37 0.0945946 377 0.013573 11
g9-g63 37 0.0945946 400 0.0358396 11
g9-g64 37 0.0945946 400 0.124812 11
g9-g65 37 0.0945946 435 0.0266963 11
g9-g67 37 0.0945946 462 0.0130152 11
g9-g68 37 0.0945946 462 0.0650759 11
g9-g69 37 0.0945946 500 0.0118557 11
g9-g70 37 0.0945946 501 0.00603593 11
g9-g71 37 0.0945946 501 0.0119521 11
g9-g72 37 0.0945946 561 0.000935829 11
g9-g74 37 0.0945946 585 0.00718885 11
g9-g75 37 0.0945946 610 0.0400441 11
g9-g76 37 0.0945946 610 0.190934 11
g9-g77 37 0.0945946 610 0.444491 11
g9-g78 37 0.0945946 627 0.0180636 11
g9-g79 37 0.0945946 763 0.00654276 11
g9-g80 37 0.0945946 891 0.000802028 11
g9-g81 37 0.0945946 1010 0.0117634 11
g9-g83 37 0.0945946 1024 0.00977517 11
g9-g84 37 0.0945946 1024 0.117302 11
g9-g85 37 0.0945946 1050 0.00285805 11
g9-g87 37 0.0945946 1057 0.00638062 11
g9-g88 37 0.0945946 1057 0.0072174 11
g9-g89 37 0.0945946 1092 0.00366636 11
g9-g90 37 0.0945946 1430 0.00489853 11
g9-g91 37 0.0945946 1446 0.0030266 11
g9-g92 37 0.0945946 1619 0.0026852 11
g9-g94 37 0.0945946 1860 0.00323333 11
g9-g95 37 0.0945946 2000 0.000698349 11
g9-g96 37 0.0945946 2000 0.000828914 11
g9-g97 37 0.0945946 2000 0.000842921 11
g9-g98 37 0.0945946 2000 0.00128714 11
g9-g99 37 0.0945946 2000 0.00128814 11
g10-g58-normed 41 0.097561 280 0.00989503 11
g10-g59-normed 41 0.097561 280 0.00992063 11
g10-g60-normed 41 0.097561 280 0.0274834 11
g10-g66-normed 41 0.097561 435 0.0274591 11
g10-g73-normed 41 0.097561 561 0.0103673 11
g10-g82-normed 41 0.097561 1010 0.0117634 11
g10-g86-normed 41 0.097561 1050 0.00285987 11
g10-g93-normed 41 0.097561 1800 0.129084 11
g11-g58-normed 42 0.132404 280 0.00989503 11
g11-g59-normed 42 0.132404 280 0.00992063 11
g11-g60-normed 42 0.132404 280 0.0274834 11
g11-g66-normed 42 0.132404 435 0.0274591 11
g11-g73-normed 42 0.132404 561 0.0103673 11
g11-g82-normed 42 0.132404 1010 0.0117634 11
g11-g86-normed 42 0.132404 1050 0.00285987 11
g11-g93-normed 42 0.132404 1800 0.129084 11
g12-g58-normed 48 0.179965 280 0.00989503 11
g12-g59-normed 48 0.179965 280 0.00992063 11
g12-g60-normed 48 0.179965 280 0.0274834 11
g12-g66-normed 48 0.179965 435 0.0274591 11
g12-g73-normed 48 0.179965 561 0.0103673 11
g12-g82-normed 48 0.179965 1010 0.0117634 11
g12-g86-normed 48 0.179965 1050 0.00285987 11
g12-g93-normed 48 0.179965 1800 0.129084 11
g13-g58-normed 49 0.106293 280 0.00989503 11
g13-g59-normed 49 0.106293 280 0.00992063 11
g13-g60-normed 49 0.106293 280 0.0274834 11
g13-g66-normed 49 0.106293 435 0.0274591 11
g13-g73-normed 49 0.106293 561 0.0103673 11
g13-g82-normed 49 0.106293 1010 0.0117634 11
g13-g86-normed 49 0.106293 1050 0.00285987 11
g13-g93-normed 49 0.106293 1800 0.129084 11
g14-g58-normed 50 0.0889796 280 0.00989503 11
g14-g59-normed 50 0.0889796 280 0.00992063 11
g14-g60-normed 50 0.0889796 280 0.0274834 11
g14-g66-normed 50 0.0889796 435 0.0274591 11
g14-g73-normed 50 0.0889796 561 0.0103673 11
g14-g82-normed 50 0.0889796 1010 0.0117634 11
g14-g86-normed 50 0.0889796 1050 0.00285987 11
g14-g93-normed 50 0.0889796 1800 0.129084 11
g15-g58-normed 50 0.118367 280 0.00989503 11
g15-g59-normed 50 0.118367 280 0.00992063 11
g15-g60-normed 50 0.118367 280 0.0274834 11
g15-g66-normed 50 0.118367 435 0.0274591 11
g15-g73-normed 50 0.118367 561 0.0103673 11
g15-g82-normed 50 0.118367 1010 0.0117634 11
g15-g86-normed 50 0.118367 1050 0.00285987 11
g15-g93-normed 50 0.118367 1800 0.129084 11
g16-g58-normed 53 0.137155 280 0.00989503 11
g16-g59-normed 53 0.137155 280 0.00992063 11
g16-g60-normed 53 0.137155 280 0.0274834 11
g16-g66-normed 53 0.137155 435 0.0274591 11
g16-g73-normed 53 0.137155 561 0.0103673 11
g16-g82-normed 53 0.137155 1010 0.0117634 11
g16-g86-normed 53 0.137155 1050 0.00285987 11
g16-g93-normed 53 0.137155 1800 0.129084 11
g17-g58-normed 64 0.0555556 280 0.00989503 11
g17-g59-normed 64 0.0555556 280 0.00992063 11
g17-g60-normed 64 0.0555556 280 0.0274834 11
g17-g66-normed 64 0.0555556 435 0.0274591 11
g17-g73-normed 64 0.0555556 561 0.0103673 11
g17-g82-normed 64 0.0555556 1010 0.0117634 11
g17-g86-normed 64 0.0555556 1050 0.00285987 11
g17-g93-normed 64 0.0555556 1800 0.129084 11
g18-g58-normed 64 0.0634921 280 0.00989503 11
g18-g59-normed 64 0.0634921 280 0.00992063 11
g18-g60-normed 64 0.0634921 280 0.0274834 11
g18-g66-normed 64 0.0634921 435 0.0274591 11
g18-g73-normed 64 0.0634921 561 0.0103673 11
g18-g82-normed 64 0.0634921 1010 0.0117634 11
g18-g86-normed 64 0.0634921 1050 0.00285987 11
g18-g93-normed 64 0.0634921 1800 0.129084 11
g19-g58-normed 64 0.0833333 280 0.00989503 11
g19-g59-normed 64 0.0833333 280 0.00992063 11
g19-g60-normed 64 0.0833333 280 0.0274834 11
g19-g66-normed 64 0.0833333 435 0.0274591 11
g19-g73-normed 64 0.0833333 561 0.0103673 11
g19-g82-normed 64 0.0833333 1010 0.0117634 11
g19-g86-normed 64 0.0833333 1050 0.00285987 11
g19-g93-normed 64 0.0833333 1800 0.129084 11
g2-g58-normed 10 0.222222 280 0.00989503 11
g2-g59-normed 10 0.222222 280 0.00992063 11
g2-g60-normed 10 0.222222 280 0.0274834 11
g2-g66-normed 10 0.222222 435 0.0274591 11
g2-g73-normed 10 0.222222 561 0.0103673 11
g2-g82-normed 10 0.222222 1010 0.0117634 11
g2-g86-normed 10 0.222222 1050 0.00285987 11
g2-g93-normed 10 0.222222 1800 0.129084 11
g20-g58-normed 64 0.361111 280 0.00989503 11
g20-g59-normed 64 0.361111 280 0.00992063 11
g20-g60-normed 64 0.361111 280 0.0274834 11
g20-g66-normed 64 0.361111 435 0.0274591 11
g20-g73-normed 64 0.361111 561 0.0103673 11
g20-g82-normed 64 0.361111 1010 0.0117634 11
g20-g86-normed 64 0.361111 1050 0.00285987 11
g20-g93-normed 64 0.361111 1800 0.129084 11
g21-g58-normed 64 0.916667 280 0.00989503 11
g21-g59-normed 64 0.916667 280 0.00992063 11
g21-g60-normed 64 0.916667 280 0.0274834 11
g21-g66-normed 64 0.916667 435 0.0274591 11
g21-g73-normed 64 0.916667 561 0.0103673 11
g21-g82-normed 64 0.916667 1010 0.0117634 11
g21-g86-normed 64 0.916667 1050 0.00285987 11
g21-g93-normed 64 0.916667 1800 0.129084 11
g22-g58-normed 67 0.101312 280 0.00989503 11
g22-g59-normed 67 0.101312 280 0.00992063 11
g22-g60-normed 67 0.101312 280 0.0274834 11
g22-g66-normed 67 0.101312 435 0.0274591 11
g22-g73-normed 67 0.101312 561 0.0103673 11
g22-g82-normed 67 0.101312 1010 0.0117634 11
g22-g86-normed 67 0.101312 1050 0.00285987 11
g22-g93-normed 67 0.101312 1800 0.129084 11
g23-g58-normed 73 0.107686 280 0.00989503 11
g23-g59-normed 73 0.107686 280 0.00992063 11
g23-g60-normed 73 0.107686 280 0.0274834 11
g23-g66-normed 73 0.107686 435 0.0274591 11
g23-g73-normed 73 0.107686 561 0.0103673 11
g23-g82-normed 73 0.107686 1010 0.0117634 11
g23-g86-normed 73 0.107686 1050 0.00285987 11
g23-g93-normed 73 0.107686 1800 0.129084 11
g24-g58-normed 75 0.0241441 280 0.00989503 11
g24-g59-normed 75 0.0241441 280 0.00992063 11
g24-g60-normed 75 0.0241441 280 0.0274834 11
g24-g66-normed 75 0.0241441 435 0.0274591 11
g24-g73-normed 75 0.0241441 561 0.0103673 11
g24-g82-normed 75 0.0241441 1010 0.0117634 11
g24-g86-normed 75 0.0241441 1050 0.00285987 11
g24-g93-normed 75 0.0241441 1800 0.129084 11
g25-g58-normed 75 0.0410811 280 0.00989503 11
g25-g59-normed 75 0.0410811 280 0.00992063 11
g25-g60-normed 75 0.0410811 280 0.0274834 11
g25-g66-normed 75 0.0410811 435 0.0274591 11
g25-g73-normed 75 0.0410811 561 0.0103673 11
g25-g82-normed 75 0.0410811 1010 0.0117634 11
g25-g86-normed 75 0.0410811 1050 0.00285987 11
g25-g93-normed 75 0.0410811 1800 0.129084 11
g26-g58-normed 80 0.0803797 280 0.00989503 11
g26-g59-normed 80 0.0803797 280 0.00992063 11
g26-g60-normed 80 0.0803797 280 0.0274834 11
g26-g66-normed 80 0.0803797 435 0.0274591 11
g26-g73-normed 80 0.0803797 561 0.0103673 11
g26-g82-normed 80 0.0803797 1010 0.0117634 11
g26-g86-normed 80 0.0803797 1050 0.00285987 11
g26-g93-normed 80 0.0803797 1800 0.129084 11
g27-g58-normed 86 0.109439 280 0.00989503 11
g27-g59-normed 86 0.109439 280 0.00992063 11
g27-g60-normed 86 0.109439 280 0.0274834 11
g27-g66-normed 86 0.109439 435 0.0274591 11
g27-g73-normed 86 0.109439 561 0.0103673 11
g27-g82-normed 86 0.109439 1010 0.0117634 11
g27-g86-normed 86 0.109439 1050 0.00285987 11
g27-g93-normed 86 0.109439 1800 0.129084 11
g28-g58-normed 97 0.0197595 280 0.00989503 11
g28-g59-normed 97 0.0197595 280 0.00992063 11
g28-g60-normed 97 0.0197595 280 0.0274834 11
g28-g66-normed 97 0.0197595 435 0.0274591 11
g28-g73-normed 97 0.0197595 561 0.0103673 11
g28-g82-normed 97 0.0197595 1010 0.0117634 11
g28-g86-normed 97 0.0197595 1050 0.00285987 11
g28-g93-normed 97 0.0197595 1800 0.129084 11
g29-g58-normed 100 0.18303 280 0.00989503 11
g29-g59-normed 100 0.18303 280 0.00992063 11
g29-g60-normed 100 0.18303 280 0.0274834 11
g29-g66-normed 100 0.18303 435 0.0274591 11
g29-g73-normed 100 0.18303 561 0.0103673 11
g29-g82-normed 100 0.18303 1010 0.0117634 11
g29-g86-normed 100 0.18303 1050 0.00285987 11
g29-g93-normed 100 0.18303 1800 0.129084 11
g3-g58-normed 10 0.333333 280 0.00989503 11
g3-g59-normed 10 0.333333 280 0.00992063 11
g3-g60-normed 10 0.333333 280 0.0274834 11
g3-g66-normed 10 0.333333 435 0.0274591 11
g3-g73-normed 10 0.333333 561 0.0103673 11
g3-g82-normed 10 0.333333 1010 0.0117634 11
g3-g86-normed 10 0.333333 1050 0.00285987 11
g3-g93-normed 10 0.333333 1800 0.129084 11
g30-g58-normed 100 0.182424 280 0.00989503 11
g30-g59-normed 100 0.182424 280 0.00992063 11
g30-g60-normed 100 0.182424 280 0.0274834 11
g30-g66-normed 100 0.182424 435 0.0274591 11
g30-g73-normed 100 0.182424 561 0.0103673 11
g30-g82-normed 100 0.182424 1010 0.0117634 11
g30-g86-normed 100 0.182424 1050 0.00285987 11
g30-g93-normed 100 0.182424 1800 0.129084 11
g31-g58-normed 100 0.20202 280 0.00989503 11
g31-g59-normed 100 0.20202 280 0.00992063 11
g31-g60-normed 100 0.20202 280 0.0274834 11
g31-g66-normed 100 0.20202 435 0.0274591 11
g31-g73-normed 100 0.20202 561 0.0103673 11
g31-g82-normed 100 0.20202 1010 0.0117634 11
g31-g86-normed 100 0.20202 1050 0.00285987 11
g31-g93-normed 100 0.20202 1800 0.129084 11
g32-g58-normed 100 1 280 0.00989503 11
g32-g59-normed 100 1 280 0.00992063 11
g32-g60-normed 100 1 280 0.0274834 11
g32-g66-normed 100 1 435 0.0274591 11
g32-g73-normed 100 1 561 0.0103673 11
g32-g82-normed 100 1 1010 0.0117634 11
g32-g86-normed 100 1 1050 0.00285987 11
g32-g93-normed 100 1 1800 0.129084 11
g33-g58-normed 101 0.0588119 280 0.00989503 11
g33-g59-normed 101 0.0588119 280 0.00992063 11
g33-g60-normed 101 0.0588119 280 0.0274834 11
g33-g66-normed 101 0.0588119 435 0.0274591 11
g33-g73-normed 101 0.0588119 561 0.0103673 11
g33-g82-normed 101 0.0588119 1010 0.0117634 11
g33-g86-normed 101 0.0588119 1050 0.00285987 11
g33-g93-normed 101 0.0588119 1800 0.129084 11
g34-g58-normed 120 0.0336134 280 0.00989503 11
g34-g59-normed 120 0.0336134 280 0.00992063 11
g34-g60-normed 120 0.0336134 280 0.0274834 11
g34-g66-normed 120 0.0336134 435 0.0274591 11
g34-g73-normed 120 0.0336134 561 0.0103673 11
g34-g82-normed 120 0.0336134 1010 0.0117634 11
g34-g86-normed 120 0.0336134 1050 0.00285987 11
g34-g93-normed 120 0.0336134 1800 0.129084 11
g35-g58-normed 120 0.0443978 280 0.00989503 11
g35-g59-normed 120 0.0443978 280 0.00992063 11
g35-g60-normed 120 0.0443978 280 0.0274834 11
g35-g66-normed 120 0.0443978 435 0.0274591 11
g35-g73-normed 120 0.0443978 561 0.0103673 11
g35-g82-normed 120 0.0443978 1010 0.0117634 11
g35-g86-normed 120 0.0443978 1050 0.00285987 11
g35-g93-normed 120 0.0443978 1800 0.129084 11
g36-g58-normed 120 0.044958 280 0.00989503 11
g36-g59-normed 120 0.044958 280 0.00992063 11
g36-g60-normed 120 0.044958 280 0.0274834 11
g36-g66-normed 120 0.044958 435 0.0274591 11
g36-g73-normed 120 0.044958 561 0.0103673 11
g36-g82-normed 120 0.044958 1010 0.0117634 11
g36-g86-normed 120 0.044958 1050 0.00285987 11
g36-g93-normed 120 0.044958 1800 0.129084 11
g37-g58-normed 120 0.0893557 280 0.00989503 11
g37-g59-normed 120 0.0893557 280 0.00992063 11
g37-g60-normed 120 0.0893557 280 0.0274834 11
g37-g66-normed 120 0.0893557 435 0.0274591 11
g37-g73-normed 120 0.0893557 561 0.0103673 11
g37-g82-normed 120 0.0893557 1010 0.0117634 11
g37-g86-normed 120 0.0893557 1050 0.00285987 11
g37-g93-normed 120 0.0893557 1800 0.129084 11
g38-g58-normed 121 0.0289256 280 0.00989503 11
g38-g59-normed 121 0.0289256 280 0.00992063 11
g38-g60-normed 121 0.0289256 280 0.0274834 11
g38-g66-normed 121 0.0289256 435 0.0274591 11
g38-g73-normed 121 0.0289256 561 0.0103673 11
g38-g82-normed 121 0.0289256 1010 0.0117634 11
g38-g86-normed 121 0.0289256 1050 0.00285987 11
g38-g93-normed 121 0.0289256 1800 0.129084 11
g39-g58-normed 121 0.0440771 280 0.00989503 11
g39-g59-normed 121 0.0440771 280 0.00992063 11
g39-g60-normed 121 0.0440771 280 0.0274834 11
g39-g66-normed 121 0.0440771 435 0.0274591 11
g39-g73-normed 121 0.0440771 561 0.0103673 11
g39-g82-normed 121 0.0440771 1010 0.0117634 11
g39-g86-normed 121 0.0440771 1050 0.00285987 11
g39-g93-normed 121 0.0440771 1800 0.129084 11
g4-g58-normed 10 1 280 0.00989503 11
g4-g59-normed 10 1 280 0.00992063 11
g4-g60-normed 10 1 280 0.0274834 11
g4-g66-normed 10 1 435 0.0274591 11
g4-g73-normed 10 1 561 0.0103673 11
g4-g82-normed 10 1 1010 0.0117634 11
g4-g86-normed 10 1 1050 0.00285987 11
g4-g93-normed 10 1 1800 0.129084 11
g40-g58-normed 121 0.495868 280 0.00989503 11
g40-g59-normed 121 0.495868 280 0.00992063 11
g40-g60-normed 121 0.495868 280 0.0274834 11
g40-g66-normed 121 0.495868 435 0.0274591 11
g40-g73-normed 121 0.495868 561 0.0103673 11
g40-g82-normed 121 0.495868 1010 0.0117634 11
g40-g86-normed 121 0.495868 1050 0.00285987 11
g40-g93-normed 121 0.495868 1800 0.129084 11
g41-g58-normed 128 0.0452756 280 0.00989503 11
g41-g59-normed 128 0.0452756 280 0.00992063 11
g41-g60-normed 128 0.0452756 280 0.0274834 11
g41-g66-normed 128 0.0452756 435 0.0274591 11
g41-g73-normed 128 0.0452756 561 0.0103673 11
g41-g82-normed 128 0.0452756 1010 0.0117634 11
g41-g86-normed 128 0.0452756 1050 0.00285987 11
g41-g93-normed 128 0.0452756 1800 0.129084 11
g42-g58-normed 128 0.0625 280 0.00989503 11
g42-g59-normed 128 0.0625 280 0.00992063 11
g42-g60-normed 128 0.0625 280 0.0274834 11
g42-g66-normed 128 0.0625 435 0.0274591 11
g42-g73-normed 128 0.0625 561 0.0103673 11
g42-g82-normed 128 0.0625 1010 0.0117634 11
g42-g86-normed 128 0.0625 1050 0.00285987 11
g42-g93-normed 128 0.0625 1800 0.129084 11
g43-g58-normed 128 0.101378 280 0.00989503 11
g43-g59-normed 128 0.101378 280 0.00992063 11
g43-g60-normed 128 0.101378 280 0.0274834 11
g43-g66-normed 128 0.101378 435 0.0274591 11
g43-g73-normed 128 0.101378 561 0.0103673 11
g43-g82-normed 128 0.101378 1010 0.0117634 11
g43-g86-normed 128 0.101378 1050 0.00285987 11
g43-g93-normed 128 0.101378 1800 0.129084 11
g44-g58-normed 128 0.109744 280 0.00989503 11
g44-g59-normed 128 0.109744 280 0.00992063 11
g44-g60-normed 128 0.109744 280 0.0274834 11
g44-g66-normed 128 0.109744 435 0.0274591 11
g44-g73-normed 128 0.109744 561 0.0103673 11
g44-g82-normed 128 0.109744 1010 0.0117634 11
g44-g86-normed 128 0.109744 1050 0.00285987 11
g44-g93-normed 128 0.109744 1800 0.129084 11
g45-g58-normed 128 0.109437 280 0.00989503 11
g45-g59-normed 128 0.109437 280 0.00992063 11
g45-g60-normed 128 0.109437 280 0.0274834 11
g45-g66-normed 128 0.109437 435 0.0274591 11
g45-g73-normed 128 0.109437 561 0.0103673 11
g45-g82-normed 128 0.109437 1010 0.0117634 11
g45-g86-normed 128 0.109437 1050 0.00285987 11
g45-g93-normed 128 0.109437 1800 0.129084 11
g46-g58-normed 128 0.115404 280 0.00989503 11
g46-g59-normed 128 0.115404 280 0.00992063 11
g46-g60-normed 128 0.115404 280 0.0274834 11
g46-g66-normed 128 0.115404 435 0.0274591 11
g46-g73-normed 128 0.115404 561 0.0103673 11
g46-g82-normed 128 0.115404 1010 0.0117634 11
g46-g86-normed 128 0.115404 1050 0.00285987 11
g46-g93-normed 128 0.115404 1800 0.129084 11
g47-g58-normed 128 0.115342 280 0.00989503 11
g47-g59-normed 128 0.115342 280 0.00992063 11
g47-g60-normed 128 0.115342 280 0.0274834 11
g47-g66-normed 128 0.115342 435 0.0274591 11
g47-g73-normed 128 0.115342 561 0.0103673 11
g47-g82-normed 128 0.115342 1010 0.0117634 11
g47-g86-normed 128 0.115342 1050 0.00285987 11
g47-g93-normed 128 0.115342 1800 0.129084 11
g48-g58-normed 128 0.123031 280 0.00989503 11
g48-g59-normed 128 0.123031 280 0.00992063 11
g48-g60-normed 128 0.123031 280 0.0274834 11
g48-g66-normed 128 0.123031 435 0.0274591 11
g48-g73-normed 128 0.123031 561 0.0103673 11
g48-g82-normed 128 0.123031 1010 0.0117634 11
g48-g86-normed 128 0.123031 1050 0.00285987 11
g48-g93-normed 128 0.123031 1800 0.129084 11
g49-g58-normed 128 0.126353 280 0.00989503 11
g49-g59-normed 128 0.126353 280 0.00992063 11
g49-g60-normed 128 0.126353 280 0.0274834 11
g49-g66-normed 128 0.126353 435 0.0274591 11
g49-g73-normed 128 0.126353 561 0.0103673 11
g49-g82-normed 128 0.126353 1010 0.0117634 11
g49-g86-normed 128 0.126353 1050 0.00285987 11
g49-g93-normed 128 0.126353 1800 0.129084 11
g5-g58-normed 11 0.363636 280 0.00989503 11
g5-g59-normed 11 0.363636 280 0.00992063 11
g5-g60-normed 11 0.363636 280 0.0274834 11
g5-g66-normed 11 0.363636 435 0.0274591 11
g5-g73-normed 11 0.363636 561 0.0103673 11
g5-g82-normed 11 0.363636 1010 0.0117634 11
g5-g86-normed 11 0.363636 1050 0.00285987 11
g5-g93-normed 11 0.363636 1800 0.129084 11
g50-g58-normed 128 0.395669 280 0.00989503 11
g50-g59-normed 128 0.395669 280 0.00992063 11
g50-g60-normed 128 0.395669 280 0.0274834 11
g50-g66-normed 128 0.395669 435 0.0274591 11
g50-g73-normed 128 0.395669 561 0.0103673 11
g50-g82-normed 128 0.395669 1010 0.0117634 11
g50-g86-normed 128 0.395669 1050 0.00285987 11
g50-g93-normed 128 0.395669 1800 0.129084 11
g6-g58-normed 19 0.192982 280 0.00989503 11
g6-g59-normed 19 0.192982 280 0.00992063 11
g6-g60-normed 19 0.192982 280 0.0274834 11
g6-g66-normed 19 0.192982 435 0.0274591 11
g6-g73-normed 19 0.192982 561 0.0103673 11
g6-g82-normed 19 0.192982 1010 0.0117634 11
g6-g86-normed 19 0.192982 1050 0.00285987 11
g6-g93-normed 19 0.192982 1800 0.129084 11
g7-g58-normed 20 0.526316 280 0.00989503 11
g7-g59-normed 20 0.526316 280 0.00992063 11
g7-g60-normed 20 0.526316 280 0.0274834 11
g7-g66-normed 20 0.526316 435 0.0274591 11
g7-g73-normed 20 0.526316 561 0.0103673 11
g7-g82-normed 20 0.526316 1010 0.0117634 11
g7-g86-normed 20 0.526316 1050 0.00285987 11
g7-g93-normed 20 0.526316 1800 0.129084 11
g8-g58-normed 30 0.142529 280 0.00989503 11
g8-g59-normed 30 0.142529 280 0.00992063 11
g8-g60-normed 30 0.142529 280 0.0274834 11
g8-g66-normed 30 0.142529 435 0.0274591 11
g8-g73-normed 30 0.142529 561 0.0103673 11
g8-g82-normed 30 0.142529 1010 0.0117634 11
g8-g86-normed 30 0.142529 1050 0.00285987 11
g8-g93-normed 30 0.142529 1800 0.129084 11
g9-g58-normed 37 0.0945946 280 0.00989503 11
g9-g59-normed 37 0.0945946 280 0.00992063 11
g9-g60-normed 37 0.0945946 280 0.0274834 11
g9-g66-normed 37 0.0945946 435 0.0274591 11
g9-g73-normed 37 0.0945946 561 0.0103673 11
g9-g82-normed 37 0.0945946 1010 0.0117634 11
g9-g86-normed 37 0.0945946 1050 0.00285987 11
g9-g93-normed 37 0.0945946 1800 0.129084 11
phase-30-150-0.34-0.36-0.42-1 30 0.314943 150 0.369754 12
phase-30-150-0.34-0.36-0.42-2 30 0.294253 150 0.422103 12
phase-30-150-0.34-0.36-0.42-3 30 0.324138 150 0.398837 12
phase-30-150-0.34-0.36-0.42-4 30 0.31954 150 0.409128 12
phase-30-150-0.34-0.36-0.42-5 30 0.331034 150 0.402864 12
phase-30-150-0.34-0.36-0.42-6 30 0.393103 150 0.375123 12
phase-30-150-0.34-0.36-0.42-7 30 0.303448 150 0.385861 12
phase-30-150-0.34-0.36-0.42-8 30 0.333333 150 0.425772 12
phase-30-150-0.38-0.38-0.44-1 30 0.397701 150 0.444116 12
phase-30-150-0.38-0.38-0.44-2 30 0.37931 150 0.451007 12
phase-30-150-0.38-0.38-0.44-3 30 0.393103 150 0.409485 12
phase-30-150-0.38-0.38-0.44-4 30 0.37931 150 0.440268 12
phase-30-150-0.38-0.38-0.44-5 30 0.416092 150 0.392394 12
phase-30-150-0.38-0.38-0.44-6 30 0.402299 150 0.414049 12
phase-30-150-0.38-0.38-0.44-7 30 0.42069 150 0.389083 12
phase-30-150-0.38-0.38-0.44-8 30 0.393103 150 0.427562 12
phase-30-150-0.40-0.46-0.48-1 30 0.409195 150 0.468367 12
phase-30-150-0.40-0.46-0.48-2 30 0.418391 150 0.464877 12
phase-30-150-0.40-0.46-0.48-3 30 0.388506 150 0.461477 12
phase-30-150-0.40-0.46-0.48-4 30 0.367816 150 0.475347 12
phase-30-150-0.40-0.46-0.48-5 30 0.406897 150 0.478837 12
phase-30-150-0.40-0.46-0.48-6 30 0.409195 150 0.460761 12
phase-30-150-0.40-0.46-0.48-7 30 0.349425 150 0.463803 12
